Address,General_Plan_Designation,Latitude,Longitude,,,
514 N  SWEETZER AVE ,Low Medium II Residential,34.08059,-118.37016,,,
14614 W  VANOWEN ST  ,Low Medium II Residential,34.1936470204382,-118.451671410321,,,
15012 MOORPARK ST   W ,Medium Residential,34.15358,-118.46005,,,
5455 W BARTON AVE ,Low Median II Residential,34.08769,-118.31096,,,
5617 STROHM AVE  N  ,Low Medium II Residential,34.17274,-118.35951,,,
6062 W  PICKFORD ST  ,Low Medium II Residential,34.048602203692,-118.374308670519,,,
612 79TH ST   W  ,Low Medium II Residential,33.96772,-118.2845,,,
642 COMMONWEALTH AVE  N  ,Medium residential ,34.08303,-118.2855,,,
6643-6701 N  LOUISE AVE ,Low Residential,34.1914059375335,-118.509933452604,,,
6919 KNOWLTON PL   S  ,Medium Residential,33.97431,-118.37142,,,
6922 N  BALBOA BLVD,	Low Medium II Residential,34.196230527049,-118.501028665598,,,
175 S  AVENUE 57,"Low Medium II
Residential",34.10764,-118.19218,,,
701 N  BRIDEWELL ST  ,Low Medium II Residential,34.1162722193636,-118.171523004195,,,
7018 VALMONT ST   W  ,Low Medium I Residential,34.25191,-118.28382,,,
733 GRAMERCY PL   N  ,Low Medium II Residential,34.08447,-118.31258,,,
816-824 N  JUNE ST  ,Low Medium II Residential,34.0855908799991,-118.334088683175,,,
8404 WOODLEY PL   N  ,Low Medium II Residential,34.22322,-118.48508,,,
8408 BLACKBURN AVE  W  ,Medium Residential,34.07192,-118.3736,,,
859 N  DETROIT ST  ,Medium Residential,34.08688,-118.34529,,,
9147 N  TOBIAS AVE ,Low Medium II Residential,34.23692,-118.4518,,,
2265 W  FAIR PARK AVE ,Low Medium II Residential,34.1366869,-118.2169761,,,
9218 W  NATIONAL BLVD,Medium Residential,34.031075,-118.394069,,,
9223 N  LEMONA AVE ,Low Medium I Residential,34.238,-118.45904,,,
25416 S  MCCOY AVE ,Medium Residential,33.79315,-118.28974,,,
255-295 W  8TH ST  ,Community Commercial,33.7368336973108,-118.2825595379,,,
935 N  LAS LOMAS AVE,"Very Low II
Residential",34.0518,-118.53643,,,
9768 N  CEDROS AVE ,Low Residential,34.2479273748392,-118.451403860206,,,
1815 S  REDONDO BLVD,Low Medium II Residential,34.0433,-118.35188,,,
742-748 S  HARTFORD AVE ,High Density Residential,34.0509982559873,-118.267929250831,,,
322 ROBINSON ST   N  ,Community Commercial,34.07627,-118.28156,,,
340 N  PATTON ST  ,Medium Residential,34.06618,-118.25846,,,
7108 N  AMIGO AVE ,Community Commercial,34.19963,-118.53846,,,
3376 N  GLENDALE BLVD,Neighborhood Commercial,34.12,-118.25836,,,
1715 N  BRONSON AVE ,Highway Oriented Commercial,34.10205,-118.31818,,,
11436 W  HATTERAS ST  ,Community Commercial,34.17559,-118.38041,,,
12203 W MOORPARK ST  ,Medium Residential,34.15051,-118.39893,,,
4515 EAGLE ROCK BLVD N  ,General Commercial ,34.12659,-118.219,,,
2409 N  GRIFFITH PARK BLVD,Low Medium II Residential; 	Community Commercial,34.10303,-118.27255,,,
453 S  KENMORE AVE ,High Medium Residential,34.06567,-118.29698,,,
6936 N  OWENSMOUTH AVE ,General Commercial,34.19672,-118.60139,,,
512 W  LACONIA BLVD,Medium Residential,33.91879,-118.28363,,,
7118 N  AMIGO AVE ,Community Commercial,34.1999,-118.53846,,,
10231 WOODBINE ST   W  ,Medium Residential,34.02858,-118.40809,,,
5370 MT ROYAL DR   N  ,Low Residential,34.14562,-118.20333,,,
4817 CRANER AVE  N  ,Medium Residential,34.15823,-118.3692,,,
5500 OLYMPIC BLVD W  ,Medium Residential,34.05714,-118.34968,,,
1828 S  BUTLER AVE ,Medium Residential,34.04145,-118.44822,,,
6564 W  85TH PL,General Commercial,33.96023,-118.4038,,,
7051 FIRMAMENT AVE  N  ,Low Medium II Residential,34.1986168006147,-118.472645264375,,,
8175 N  SAN FERNANDO ROAD,Limited Manufacturing,34.21886,-118.36893,,,
850 SYCAMORE AVE  N  ,Low Medium I Residential,34.0867382,-118.3426432,,,
8500 N  FALLBROOK AVE ,Very Low II Residential,34.2262001216789,-118.62364848712,,,
900 FLORENCE AVE  E  ,Commmercial Manufacturing ,33.9746,-118.25833,,,
909 HOOVER ST   S  ,High Medium Residential ,34.05554,-118.28438,,,
950 W  STADIUM WAY ,High Medium Residential,34.067403,-118.241263,,,
4531 W  HOLLYWOOD BLVD,Highway Oriented Commercial,34.09901,-118.28805,,,
6611 N  RESEDA BLVD,General Commercial; Open Space,34.19074,-118.53633,,,
737 S  SPRING ST  ,Regional Center Commercial,34.04374,-118.25328,,,
1012 SWARTHMORE AVE  N  ,Community Commercial,34.0476823253346,-118.525173281647,,,
3910-3912 N  KENTUCKY DR         ,Low Medium Residential,34.135441115466,-118.362975752518,,,
888 S  DEVON AVE ,Very High Residential,34.06793,-118.42736,,,
18840 W  SHERMAN WAY ,General Commercial,34.20095,-118.54415,,,
1218 W INGRAHAM ST  ,High Density Residential,34.05241,-118.26598,,,
21221 W  OXNARD ST  ,Regional Center Commercial,34.17943,-118.59525,,,
118 S  ASTRONAUT ELLISON S ONIZUKA ST  ,Regional Center Commercial,34.05051,-118.24185,,,
550 S PALOS VERDES ST  ,Regional Center Commercial,33.73963,-118.28119,,,
928 S  BROADWAY,Regional Center Commercial,34.04157,-118.25655,,,
11120 W  CHANDLER BLVD,Community Commercial,34.168,-118.37317,,,
1133 S HOPE ST  ,High Density Residential,34.04157,-118.26389,,,
1247 S  GRAND AVE ,High Density Residential,34.03937,-118.26442,,,
1301 S  HOPE ST  ,High Medium Residential,34.03946,-118.26592,,,
221 S  LOS ANGELES ST  ,Regional Center Commercial,34.0498596,-118.2438425,,,
2867 W  SUNSET PL  ,Regional Center Commercial,34.0609,-118.2861,,,
3350 W  WILSHIRE BLVD,Regional Center Commercial,34.0615,-118.29586,,,
3419 W  6TH ST  ,Neighborhood Office Commercial,34.06372,-118.29611,,,
3640 W WILSHIRE BLVD,Regional Center Commercial,34.06145,-118.30446,,,
411 NORMANDIE AVE  S  ,High Medium Residential,34.06673,-118.30053,,,
422 S  LAKE ST  ,High Medium Residential,34.06229,-118.27435,,,
469 N  GRAND AVE ,Community Commercial,33.7466469683071,-118.290173388139,,,
5100 W  WILSHIRE BLVD,Community Commercial,34.0620710783841,-118.340769859012,,,
534 S  MAIN ST  ,Community Commercial,34.04577,-118.24914,,,
5500 N  KLUMP AVE ,High Medium Residential,34.1700011524526,-118.37510487449,,,
621 S  CATALINA ST,	Regional Center Commercial,34.06299,-118.29552,,,
627 S  VERMONT AVE ,Regional Center Commercial,34.06289,-118.29185,,,
695 S  SANTA FE AVE ,Heavy Manufacturing,34.03508,-118.23039,,,
7040 N  VAN NUYS BLVD,Community Commercial,34.19874,-118.44853,,,
730 S  SPRING ST  ,Regional Center Commercial,34.044019779998,-118.252644225234,,,
8820 S  SEPULVEDA EASTWAY,General Commercial,33.95623,-118.3946,,,
8900 W VENICE BLVD,Limited Manufacturing,34.02911,-118.38816,,,
924 S  OLIVE ST  ,High Density Residential,34.0433105936953,-118.258471475887,,,
959 E  STADIUM WAY ,High Medium Residential,34.06713,-118.24129,,,
432 S  OLIVE ST  ,Regional Center Commercial,34.0500806,-118.2520743,,,
14305 W SHERMAN WAY ,Medium Residential,34.20136,-118.44459,,,
14411 W VANOWEN ST  ,Community Commercial,34.19407,-118.44695,,,
15230 W  PARTHENIA ST  ,General Commercial,34.22811,-118.46439,,,
16990 W SUNSET BLVD,Medium Residential,34.04145,-118.54951,,,
1866 E 1ST ST,Neighborhood Office Commercial,34.04645,-118.21774,,,
2500 W  WILSHIRE BLVD,Regional Center Commercial,34.06002,-118.28081,,,
2650 E  OLYMPIC BLVD,Light Manufacturing; Regional Center Commercial,34.02485,-118.22188,,,
3345 W  WILSHIRE BLVD,"Regional Center
Commercial",34.06193,-118.2963,,,
354 S  SPRING ST  ,Regional Center Commercial,34.0489648,-118.2479447,,,
3670 W  WILSHIRE BLVD,Regional Center Commercial,34.06155,-118.30594,,,
6616 N  DARBY AVE ,Medium Residential,34.19083,-118.53335,,,
837 E  TRACTION AVE ,Heavy Manufacturing,34.04476,-118.2347,,,
9330 N  SUNLAND BLVD,Low Medium I Residential,34.23873,-118.3676,,,
12700 MILLENNIUM  DR W,Community Commercial ,33.97639,-118.41499,,,
9901 ALAMEDA ST   S  ,"Open Space, Public Facilities,
Medium Residential, Neighborhood
Commercial, Commercial
Manufacturing ",33.9470415,-118.2289169,,,
335 N  WESTMORELAND AVE ,Limited Manufacturing,34.07735,-118.28811,,,
2407 E  1ST ST  ,Highway Oriented and Limited Commercial,34.0437525048253,-118.209651783598,,,
932 S  KINGSLEY DR  ,High Medium Residential,34.05481,-118.30293,,,
842 S  KINGSLEY DR  ,High Medium Residential,34.05663,-118.30294,,,
327 N  BOYLSTON ST  ,Medium Residential,34.06371,-118.2536,,,
3675 S  DUNN DR  ,Medium Residential,34.02532,-118.40161,,,
3357 S  OVERLAND AVE ,Medium Residential,34.0265956,-118.4132695,,,
1144 N CAHUENGA BLVD,Medium Residential,34.09198,-118.32869,,,
1157 S  BUNDY DR  ,Medium Residential,34.0446437,-118.4682262,,,
2230 S  FOX HILLS DR  ,Medium Residential,34.05159,-118.41551,,,
801 N  HUDSON AVE ,Medium Residential,34.085300863431,-118.332154181626,,,
5044 N  BAKMAN AVE ,High Medium Residential,34.16205,-118.37722,,,
120 S  ORLANDO AVE ,Medium Residential,34.07385,-118.37301,,,
5700-5720 N  SEPULVEDA BLVD,General Commercial; Medium Residential,33.9885111188985,-118.395212178731,,,
1650 S SAWTELLE BLVD,Neighborhood Commercial,34.04594,-118.44777,,,
746 N  WILCOX AVE ,Medium Residential,34.0843244817703,-118.330872136725,,,
427 S  BERENDO ST  ,High Medium Residential,34.0663929426202,-118.294518080622,,,
6906-6908 N  VESPER AVE ,Medium Residential,34.1959455726459,-118.450549382574,,,
8217 S  FIGUEROA ST  ,Medium Residential,33.96381,-118.28295,,,
1644 S  MALCOLM AVE ,Low Medium II Residential,34.05303,-118.43704,,,
21514 W  SATICOY ST  ,Medium Residential,34.20807,-118.59943,,,
6844 N  WOODMAN AVE , Medium Residential,34.19531,-118.43098,,,
11051 W  ARMINTA ST  ,Medium Residential,34.21399,-118.37206,,,
536 N  WESTMORELAND AVE ,Medium Residential,34.08098,-118.28787,,,
5330 W  LOMA LINDA AVE,"Medium
Residential",34.10272,-118.30604,,,
628 S  VETERAN AVE ,High Medium Residential,34.06572,-118.45427,,,
1830 N  EL CERRITO PL  ,Medium Residential,34.10478,-118.34501,,,
2806 S  ELLENDALE PL  ,Medium Residential,34.02933,-118.28859,,,
111 S  MARIPOSA AVE ,High Medium Residential,34.07243,-118.29965,,,
1943 S  OVERLAND AVE ,Medium Residential,34.04916,-118.43109,,,
17236 HOOVER ST   S  ,Public facilities ,33.87496,-118.2859,,,
18430-18440 W  STRATHERN ST  ,Low Medium I Residential,34.2151496257076,-118.53456755497,,,
4723 W  ST CHARLES PL  ,Low Medium II Residential,34.04569,-118.34009,,,
6530 N SEPULVEDA BLVD,High Medium Residential; Low Residential,34.18949,-118.46598,,,
2753 W  12TH ST  ,High Medium Residential,34.0491578964945,-118.298979747674,,,
10663 W  KINNARD AVE ,Medium Residential,34.0558,-118.43356,,,
714 W  LOOKOUT DR  ,Medium Residential,34.0683,-118.24024,,,
7327-7337 N  HAZELTINE AVE ,Low Medium II Residential,34.2035025309617,-118.440083057194,,,
5701 ETIWANDA AVE  N  ,M Residential,34.17512,-118.53095,,,
5521 RESEDA BLVD N  ,Community Commercial,34.17057,-118.5362,,,
3057 PICO BLVD W  ,Neighborhood Office Commercial and High Medium Residential,34.04734,-118.30781,,,
10245 OKLAHOMA AVE  N,Low Medium I Residential,34.25656,-118.58651,,,
9814 WHITE OAK AVE  N,Low Medium I Residential,34.24914,-118.51984,,,
7131 BAIRD AVE  N ,Community Commercial,34.20031,-118.53747,,,
7222 AMIGO AVE  N,Community Commercial,34.2019,-118.53845,,,
14709 W  PLUMMER ST  ,	Low Medium I Residential,34.24284,-118.45403,,,
5525 CASE AVE  N  ,HM Residential,34.17084,-118.37213,,,
5955 SATURN ST   W  ,M Residential,34.05039,-118.3702,,,
540 LANDFAIR AVE  S  ,HM Residential,34.06778,-118.45006,,,
1301 WESTGATE AVE S ,Medium Residential,34.04508,-118.46181,,,
126 KINGS ROAD N ,Medium Residential,34.07529,-118.37199,,,
12680 BRADLEY AVE N ,Medium I Residential,34.30071,-118.4534,,,
15200 MAGNOLIA BLVD W ,Medium Residential,34.1645664071612,-118.464159818925,,,
5616 HAZELTINE AVE  N  ,Neighborhood Office Commercial,34.17272,-118.43979,,,
5133 WHITSETT AVE  N  ,LM Residential,34.16415,-118.40542,,,
1212 SYCAMORE AVE N ,Low Medium II Residential,34.0929635,-118.3426659,,,
1228 SYCAMORE AVE N ,Low Medium II Residential,34.09339,-118.34249,,,
1301 TAMARIND AVE N ,High Medium Residential,34.09459,-118.31917,,,
1338 SYCAMORE AVE N ,Low Medium II,34.0954,-118.34269,,,
4737 ELMWOOD AVE  W  ,M Residential,34.07843,-118.31058,,,
5271 EAGLE DALE AVE  N  ,LM Residential,34.14479,-118.22828,,,
1223 EDGEMONT ST N ,Medium Residential,34.09407,-118.29625,,,
1245 NEW HAMPSHIRE AVE N ,Medium Residential,34.09471,-118.29333,,,
1301 COLTON ST W ,Medium Residential,34.06308,-118.25665,,,
4635 LEXINGTON AVE  W  ,LM Residential,34.09356,-118.2906,,,
1244 39TH ST W ,Medium Residential,34.01515,-118.29876,,,
143 WETHERLY DR S ,High Medium Residential,34.07404,-118.38887,,,
1500 HI POINT ST S ,Medium Residential,34.04983,-118.36906,,,
1545 FAIRFAX AVE S ,Medium Residential,34.04829,-118.3675,,,
460 MANHATTAN PL   S  ,HM Residential,34.0654989,-118.3101623,,,
4907 ROSEWOOD AVE  W  ,M Residential,34.07943,-118.31173,,,
500 MANHATTAN PL   S  ,HM Residential,34.06514,-118.31017,,,
5633 YORK BLVD E  ,General Commercial,34.11936,-118.1955,,,
11815 DARLINGTON AVE W ,Medium Residential,34.05101,-118.46645,,,
1450 BARRINGTON AVE S ,Medium Residential,34.04501,-118.45694,,,
1237 HOLT AVE S ,Medium Residential,34.05466,-118.37863,,,
8730 N ETIWANDA AVE ,,34.22961,-118.53219,,,
13641 W  SHERMAN WAY ,Neighborhood Office Commercial,34.20136,-118.4302,,,
1101 S  FLOWER ST  ,"High Density Residential, Regional Center Commercial",34.04284,-118.26457,,,
800 FLORENCE AVE  E  ,Commercial Manufacturing,33.97457,-118.26057,,,
3523 CAHUENGA BLVD N  ,General Commercial ,34.13308,-118.35677,,,
1755 3RD ST   E  ,Medium Residential,34.0455,-118.22073,,,
3545 WILSHIRE BLVD W  ,"Regional Center
Commercial ",34.06189,-118.30204,,,
18341 SHERMAN WAY  W  ,Community Commercial,34.2013,-118.53322,,,
18401 NORDHOFF ST   W  ,Community CommerciaL,34.23566,-118.53392,,,
2528 GRAND AVE  S  ,Limited Manufacturing,34.02654,-118.27205,,,
3525 8TH ST   W  ,"Regional Center Commercial (Development Site), High Density Residential (Other portion of project site)",34.05782,-118.30715,,,
11600 ELDRIDGE AVE  N  ,Low Residential,34.28073,-118.38369,,,
8811 SEPULVEDA BLVD N  ,"Medium Residential, Community Commercial",34.23045,-118.46791,,,
3980 W  WILSHIRE BLVD,Regional Center Commercial,34.06153,-118.31391,,,
1525 INDUSTRIAL ST E ,Regional Commercial,34.03616,-118.23748,,,
22055 W  CLARENDON ST  ,Community Commercial,34.16979,-118.60781,,,
8350 RESEDA BLVD N  ,General Commercial,34.22222,-118.53587,,,
18260 SHERMAN WAY  W  ,Community Commercial,34.2009,-118.53143,,,
5401 LANKERSHIM BLVD N  ,Community Commerical,34.1692,-118.37742,,,
1341 VINE ST N ,Regional Center Commercial,34.09552,-118.32684,,,
14530 ERWIN ST W ,Community Comm~rcial,34.18352,-118.44983,,,
1301 SUNSET BLVD W ,General Commercial,34.07151,-118.25037,,,
601 MAIN ST   S  ,Regional Center Commercial,34.04527,-118.2502,,,
1201 NORTH BROADWAY N ,Regional Commercial,34.0690523,-118.2332797,,,
1410 FLOWER ST S ,Regional Center Commercial,34.03788,-118.268,,,
5414 CRENSHAW BLVD S  ,Community Commerical,33.99262,-118.33045,,,
136 BEAUDRY AVE S ,Regional Center Commercial,34.05815,-118.25485,,,
11752 SANTA MONICA BLVD W ,General Commercial,34.04304,-118.4572,,,
1340 HILL ST S ,Community Commercial,34.03663,-118.26277,,,
646 VIRGIL AVE  N  ,Neighborhood Office Commercial,34.08311,-118.28666,,,
16201 SAN FERNANDO MISSION BLVD W  ,Neighborhood Commercial,34.27208,-118.48532,,,
820 HOOVER ST   S  ,Highway Oriented Commercial,34.05695,-118.28407,,,
701 HILL ST   S  ,Regional Center Commercial,34.04582,-118.25475,,,
6263 TOPANGA CANYON BLVD N  ,,34.18482,-118.60621,,,
22135 ROSCOE BLVD W  ,Low Residential,34.21979,-118.6095,,,
6600 VAN NUYS BLVD N  ,Community Commercial,34.19081,-118.44843,,,
747 WESTERN AVE  N  ,"Neighborhood Office
Commercial ",34.08469,-118.30933,,,
655 SAN PEDRO ST   S  ,High Medium Residential ,34.04105,-118.24672,,,
10604 SANTA MONICA BLVD W  ,,34.05334,-118.42947,,,
647 BEACHWOOD DR   N  ,,34.08303,-118.32182,,,
6630 SUNSET BLVD W  ,"Regional Center
Commercial ",34.09782,-118.33424,,,
7639 VAN NUYS BLVD N  ,General Commercial,34.20965,-118.44912,,,
845 ST ANDREWS PL   S  ,High Medium Residential,34.05676,-118.3113,,,
850 LA BREA AVE  S  ,General Commercial,34.0596480558328,-118.344911338125,,,
9300 PICO BLVD W  ,Neighborhood Commercial,34.05509,-118.39342,,,
2231 WESTERN AVE  S  ,Community Commercial,34.03519,-118.30922,,,
3240 WILSHIRE BLVD W  ,"Regional Center
Commercial ",34.06162,-118.2924,,,
939 S  BROADWAY,Regional Center Commercial,34.04155,-118.25704,,,
1135 7TH ST   W  ,Regional Center Commercial ,34.0513291,-118.2650107,,,
1745 WESTERN AVE  N  ,Neighborhood Office Commercial,34.10305,-118.30946,,,
1000 TEMPLE ST   W  ,Regional Center Commercial ,34.06171,-118.25046,,,
6606 VARIEL AVE  N  ,,34.19029,-118.59257,,,
1056 LA CIENEGA BLVD S  ,P.I.C.O.,34.0580762118411,-118.376085559561,,,
10801 VENICE BLVD W  ,General Commercial,34.01779,-118.40912,,,
211 ALPINE ST   W  ,Regional Commercial,34.06211,-118.23731,,,
3100 8TH ST   W  ,"Neighborhood Office Commercial, High Medium Residential",34.05756,-118.29434,,,
707 ALVARADO ST   N  ,Community Commercial,34.07399,-118.26585,,,
11301 CAMARILLO ST   W  ,Community Commercial ,34.15782,-118.37757,,,
2405 8TH ST   W  ,Highway Oriented Commercial,34.05649,-118.28112,,,
2902 WILSHIRE BLVD W  , Regional Center Commercial ,34.06164,-118.28452,,,
616 WESTMORELAND AVE  S  , Regional Center Commercial,34.06289,-118.28824,,,
6733 SEPULVEDA BLVD S  ,General Commercial,33.9788,-118.39444,,,
678 ARDMORE AVE  S  ,"Regional Center
Commercial ",34.06063,-118.30186,,,
7120 SUNSET BLVD W  ,?,34.09776,-118.34487,,,
20944 VANOWEN ST   W  ,,34.19351,-118.59014,,,
5841 DAVID AVE  W  ,LM II Residential,34.03485,-118.37182,,,
4900 HOLLYWOOD BLVD W  ,Highway Oriented Commercial,34.10153,-118.29627,,,
495 HARTFORD AVE  S  ,H Residential,34.05593,-118.26458,,,
1346 COURT ST W ,Medium Residential,34.06444,-118.25789,,,
2806 ST GEORGE ST   N  , LOW MEDIUM II RESIDENTIAL,34.10901,-118.27452,,,
2649 SAN MARINO ST   W  ,High Medium Residential,34.05512,-118.28548,,,
2974 SAN MARINO ST   W  ,High Medium Residential,34.05433,-118.29416,,,
5405 HERMITAGE AVE  N  ,M Residential,34.16885,-118.40049,,,
2702 AVENUE 33  W  ,Medium Residential,34.11177,-118.23717,,,
4718 FRANKLIN AVE  W  ,,34.1053,-118.29251,,,
3355 OVERLAND AVE  S  ,General Commercial,34.02662,-118.41332,,,
"7043 JORDAN AVE  N, 7047 N  JORDAN AVE   ",Medium Residential,34.19858,-118.60298,,,
926 KINGSLEY DR   S  ,High Medium Residential ,34.05495,-118.30293,,,
1109 CARDIFF AVE  S  ,Medium Residential ,34.05675,-118.39192,,,
10993 WELLWORTH AVE  W  ,,34.05634,-118.44604,,,
21121 VANOWEN ST   W  ,,34.19391,-118.59348,,,
1624 NORMANDIE AVE  N  ,Low Medium II Residential,34.10071,-118.30016,,,
1553 ARMACOST AVE  S  ,Medium Residential,34.04048,-118.45926,,,
4318 GENTRY AVE  N  ,Low Medium Residential,34.14916,-118.39304,,,
800 DETROIT ST   N  ,Medium Residential,34.08541,-118.34503,,,
823 FULLER AVE  N  ,Medium Residential ,34.08595,-118.34995,,,
829 MARTEL AVE  N  ,Medium Residential,34.0861,-118.35124,,,
944 SERRANO AVE  S ,High Medium Residential,34.05422,-118.30621,,,
4712 VANTAGE AVE  N  ,Low M II Residential,34.15623,-118.39755,,,
1826 CANYON DR   N ,Low Medium II Residential,34.10418,-118.31675,,,
4414 LEMP AVE  N  ,Medium Residential,34.15083,-118.38431,,,
10818 HORTENSE ST   W  ,Low Medium II Residential,34.15466,-118.36637,,,
10907 OTSEGO ST   W  ,,34.16275,-118.36843,,,
1118 AVENUE 56  N  ,Low Medium II Residential,34.11996,-118.19643,,,
11212 VICTORY BLVD W  ,,34.18652,-118.37517,,,
11306 VICTORY BLVD W  ,,34.18652,-118.37718,,,
11337 MIRANDA ST   W  ,Low Medium II Residential,34.17502,-118.37808,,,
3230 BARRINGTON AVE  S  ,Medium Residential,34.01899,-118.43548,,,
4302 TROOST AVE  N  ,Low Medium Residential,34.14752,-118.3865,,,
4423 TUJUNGA AVE  N  ,Low Medium Residential,34.15091,-118.37915,,,
6057 TUJUNGA AVE  N  ,Medium Residential,34.18093,-118.37917,,,
6517 LEXINGTON AVE  W  ,Low Medium II Residential,34.09264,-118.33209,,,
9041 NOBLE AVE  N  ,Low Density Residential to Low I Medium Residential ,34.23479,-118.46117,,,
10773 ASHTON AVE  W  ,Medium Residential ,34.0592,-118.43836,,,
1751 MALCOLM AVE  S  ,Low Medium II Residential,34.05089,-118.43536,,,
610 VAN NESS AVE  S  ,Low Medium II Residential,34.06273,-118.3152,,,
6109 CRENSHAW BLVD S  ,Neighborhood Commercial,33.9843,-118.33105,,,
6527 CRENSHAW BLVD S  ,Neighborhood Commercial,33.97984,-118.33113,,,
11443 RIVERSIDE DR   W  ,Medium Residential ,34.1578,-118.38044,,,
226 BERENDO ST   N  ,Medium Residential,34.0753399,-118.2940273,,,
246 CATALINA ST   N  ,Medium Residential,34.07588,-118.29529,,,
3815 AVENUE 43  W  ,General Commercial ,34.12326,-118.22379,,,
1017 MARIPOSA AVE  S  ,High Medium Residential,34.0522,-118.29912,,,
1053 FEDORA ST   S  ,High Medium Residential,34.05119,-118.2981,,,
1120 SERRANO AVE  S  ,High Medium Residential,34.05014,-118.30618,,,
1127 SPAULDING AVE  S  ,Medium Residential ,34.05541,-118.36046,,,
1134 HARVARD BLVD S  ,Medium Residential ,34.04977,-118.30402,,,
11460 KILLION ST   W  ,High Medium Residential,34.17118,-118.38104,,,
11620 CHENAULT ST   W  ,Medium Residential ,34.05775,-118.46588,,,
11675 ERWIN ST   W  ,Medium Residential ,34.18314,-118.387,,,
1556 HI POINT ST   S  ,Medium Residential,34.04835,-118.36946,,,
203 OXFORD AVE  N  ,Neighborhood Office Commercial,34.07544,-118.30827,,,
231 ALEXANDRIA AVE  S  ,High Medium Residential,34.07024,-118.29806,,,
2423 1ST ST   E  ,Highway Oriented and Limited Commercial,34.04348,-118.20887,,,
2600 SEPULVEDA BLVD S  ,Medium Residential,34.0329,-118.43217,,,
329 RAMPART BLVD S  ,High Medium Residential,34.06568,-118.27952,,,
3618 DUNN DR   S  ,Medium Residential,34.02683,-118.4024,,,
667 WILTON PL   N  ,Neighborhood Office Commercial,34.08305,-118.31367,,,
712 GRAMERCY DR   S  ,High Medium Residential ,34.05924,-118.31206,,,
750 KINGSLEY DR   S  ,High Medium Residential,34.05829,-118.30294,,,
909 FEDORA ST   S  ,High Medium Residential,34.05552,-118.29775,,,
106 KINGS ROAD S  ,,34.07422,-118.37199,,,
1100 HOBART BLVD S  ,,34.05071,-118.30509,,,
900 KENMORE AVE  S  ,High Medium Residential,34.05573,-118.29639,,,
4373 BERRYMAN AVE  S  ,Medium Residential,34.00037,-118.41413,,,
362 S Commonwealth Ave,High Medium Residential,34.06724,-118.28549,,,
1735 WESTGATE AVE  S  ,Low Medium II Residential,34.03874,-118.45624,,,
6111 MONTEREY ROAD N  ,Low Medium II Residential,34.10694,-118.18349,,,
1661 WESTERN AVE  N  ,High Density Residential,34.10099,-118.30948,,,
1001 PARK VIEW ST   S  ,Highway Oriented Commercial ,34.05322,-118.28316,,,
815 KINGSLEY DR   S  ,High Medium Residential ,34.0573,-118.3032,,,
11433 ALBERS ST   W  ,High Medium Residential ,34.17056,-118.38016,,,
1016 WHITE KNOLL DR   N  ,,34.06996,-118.24646,,,
10610 FOOTHILL BLVD W  ,Very Low I Residential,34.27431,-118.36179,,,
700 MANHATTAN PL   S  ,High Medium Residential and General Commercial,34.059457,-118.310017,,,
6500 SEPULVEDA BLVD N  ,High Medium Residential ,34.1886,-118.46592,,,
5630 FAIR AVE  N  ,LM Residential,34.17311,-118.37448,,,
5627 FERNWOOD AVE  W  ,H Residential,34.09606,-118.31193,,,
7105 TAMPA AVE  N  ,Low Residential,34.19947,-118.55371,,,
955 BROADWAY  S  ,Regional Center Commercial,34.04128,-118.25739,,,
23200 W  SHERMAN WAY ,Low Medium I Residential,34.19826,-118.63247,,,
11525 CHANDLER BLVD W  ,Neighborhood Office Commercial,34.16877,-118.38311,,,
11757 HAMLIN ST W ,Low Medium II Residential,34.18884,-118.38975,,,
1176 37TH PL W ,Low Medium II Residential,34.01985,-118.29396,,,
5600 HOLLYWOOD BLVD W  ,HM Residential,34.10157,-118.31163,,,
11830 COURTLEIGH DR W ,Medium Residential,33.9977,-118.41835,,,
15157 ROSCOE BLVD W ,Limited Commercial,34.22161,-118.46296,,,
1545 SAN FERNANDO ROAD N ,Limited Industrial,34.09705,-118.23364,,,
5623 ELMER AVE  N  ,LM Residential,34.17293,-118.37639,,,
1315 COLTON ST W ,Medium Residential,34.06323,-118.257,,,
1320 COURT ST W ,Medium Residential,34.06423,-118.2573,,,
605 VERMONT AVE  S  ,Regional Commercial Center,34.0633508,-118.291854,,,
4882 LANKERSHIM BLVD N  ,Community Commercial,34.15976,-118.37134,,,
500 OXFORD AVE  S  ,HM Residential,34.06513,-118.30768,,,
1013 SERRANO AVE  S  ,"Community Commercial, High
Medium Residential",34.08894,-118.30653,,,
3324 CHAPMAN ST   N  ,Low Medium II Residential,34.12141,-118.24332,,,
715 MARIPOSA AVE  S  ,Regional Center Commercial ,34.05929,-118.29891,,,
511 31ST ST   W  ,Community Commerical,34.02388,-118.2777,,,
21401 VANOWEN ST   W  ,,34.1939,-118.59799,,,
19600 PRAIRIE ST   W  ,Community Commercial,34.23894,-118.56048,,,
1060 BRONSON AVE  S  ,Medium Residential ,34.05263,-118.32257,,,
11211 SEPULVEDA BLVD N  ,Neighborhood Commercial,34.27428,-118.46813,,,
229 BURLINGTON AVE  N  ,Low Medium Residential,34.06704,-118.26604,,,
953 WILCOX AVE  N  ,Medium Residential,34.08858,-118.33111,,,
8862 PICO BLVD W  ,"Neighborhood Office
Commercial ",34.05475,-118.38522,,,
